// ===============================================================================================================================================================================================================================================================================================================
// 2023-11-22, 12:19:48, 0
//           Index             Phase      Displacement              Time             Pos X             Pos Y             Pos Z           Piezo X           Piezo Y           Piezo Z           Force A           Force B           Gripper         Voltage A         Voltage B       Temperature      Indent Depth
//             [#]               [#]              [um]               [s]              [um]              [um]              [um]              [um]              [um]              [um]              [uN]              [uN]               [V]               [V]               [V]              [°C]              [um]
// ===============================================================================================================================================================================================================================================================================================================
           0.00000           4.00000          20.24649       14565.05567        -857.86900        -422.19521      -27142.79915          -0.00033           0.00013          20.24607          -1.37455               NaN           0.00000          -0.00151          -0.00455          22.76898          42.41424
           0.00000           4.00000          20.12083       14565.06067        -857.86900        -422.19600      -27142.80000          -0.00009           0.00020          20.12040          -1.39226               NaN           0.00000          -0.00149          -0.00454          22.76888          42.28858
           0.00000           4.00000          19.99316       14565.06567        -857.86872        -422.19600      -27142.80000          -0.00001          -0.00006          19.99271          -1.41390               NaN           0.00000          -0.00150          -0.00453          22.76888          42.16090
           0.00000           4.00000          19.86595       14565.07067        -857.86800        -422.19600      -27142.80000          -0.00010          -0.00003          19.86551          -1.41734               NaN           0.00000          -0.00148          -0.00452          22.76913          42.03370
           0.00000           4.00000          19.74097       14565.07567        -857.86815        -422.19600      -27142.80000           0.00012           0.00034          19.74051          -1.43283               NaN           0.00000          -0.00148          -0.00451          22.76886          41.90872
           0.00000           4.00000          19.61349       14565.08067        -857.86900        -422.19600      -27142.80000          -0.00023           0.00048          19.61302          -1.45133               NaN           0.00000          -0.00147          -0.00453          22.76888          41.78124
           0.00000           4.00000          19.48588       14565.08567        -857.86900        -422.19544      -27142.79958          -0.00030           0.00065          19.48540          -1.47370               NaN           0.00000          -0.00147          -0.00454          22.76897          41.65363
           0.00000           4.00000          19.36060       14565.09067        -857.86900        -422.19400      -27142.79800           0.00005           0.00023          19.36012          -1.46526               NaN           0.00000          -0.00152          -0.00456          22.76885          41.52835
           0.00000           4.00000          19.23399       14565.09567        -857.86900        -422.19456      -27142.79821           0.00001          -0.00029          19.23350          -1.48721               NaN           0.00000          -0.00148          -0.00454          22.76884          41.40173
           0.00000           4.00000          19.10615       14565.10067        -857.86900        -422.19600      -27142.79900           0.00011           0.00014          19.10565          -1.50589               NaN           0.00000          -0.00148          -0.00450          22.76888          41.27390
           0.00000           4.00000          18.98021       14565.10567        -857.86871        -422.19572      -27142.79921           0.00008           0.00011          18.97970          -1.51343               NaN           0.00000          -0.00145          -0.00453          22.76914          41.14795
           0.00000           4.00000          18.85435       14565.11067        -857.86701        -422.19500      -27142.80000           0.00004           0.00011          18.85382          -1.53427               NaN           0.00000          -0.00147          -0.00451          22.76895          41.02209
           0.00000           4.00000          18.72628       14565.11567        -857.86773        -422.19521      -27142.80000          -0.00028           0.00024          18.72574          -1.55269               NaN           0.00000          -0.00149          -0.00452          22.76905          40.89402
           0.00000           4.00000          18.60004       14565.12067        -857.86900        -422.19600      -27142.80000          -0.00016           0.00052          18.59949          -1.57060               NaN           0.00000          -0.00151          -0.00454          22.76893          40.76778
           0.00000           4.00000          18.47463       14565.12567        -857.86858        -422.19600      -27142.80000           0.00014           0.00017          18.47409          -1.56557               NaN           0.00000          -0.00152          -0.00454          22.76889          40.64238
           0.00000           4.00000          18.34667       14565.13067        -857.86700        -422.19600      -27142.80000          -0.00006          -0.00039          18.34611          -1.59458               NaN           0.00000          -0.00147          -0.00452          22.76894          40.51442
           0.00000           4.00000          18.21957       14565.13567        -857.86729        -422.19572      -27142.80000          -0.00029          -0.00010          18.21900          -1.60279               NaN           0.00000          -0.00153          -0.00454          22.76900          40.38732
           0.00000           4.00000          18.09444       14565.14067        -857.86899        -422.19500      -27142.80000          -0.00018           0.00060          18.09387          -1.61708               NaN           0.00000          -0.00145          -0.00453          22.76898          40.26219
           0.00000           4.00000          17.96765       14565.14567        -857.86879        -422.19500      -27142.79979          -0.00037           0.00008          17.96706          -1.63877               NaN           0.00000          -0.00153          -0.00451          22.76887          40.13539
           0.00000           4.00000          17.83967       14565.15067        -857.86800        -422.19500      -27142.79900          -0.00039          -0.00010          17.83907          -1.65665               NaN           0.00000          -0.00150          -0.00454          22.76898          40.00742
           0.00000           4.00000          17.71440       14565.15567        -857.86836        -422.19521      -27142.79900          -0.00018           0.00068          17.71380          -1.65783               NaN           0.00000          -0.00149          -0.00453          22.76897          39.88215
           0.00000           4.00000          17.58850       14565.16067        -857.86900        -422.19600      -27142.79900           0.00019           0.00040          17.58789          -1.67192               NaN           0.00000          -0.00153          -0.00451          22.76897          39.75625
           0.00000           4.00000          17.46038       14565.16567        -857.86872        -422.19600      -27142.79900           0.00001          -0.00036          17.45975          -1.69735               NaN           0.00000          -0.00150          -0.00455          22.76890          39.62813
           0.00000           4.00000          17.33431       14565.17067        -857.86800        -422.19600      -27142.79900           0.00005           0.00051          17.33368          -1.69869               NaN           0.00000          -0.00151          -0.00452          22.76896          39.50206
           0.00000           4.00000          17.20932       14565.17567        -857.86800        -422.19600      -27142.79900           0.00006           0.00079          17.20868          -1.71020               NaN           0.00000          -0.00152          -0.00455          22.76890          39.37706
           0.00000           4.00000          17.08150       14565.18067        -857.86800        -422.19600      -27142.79900          -0.00022           0.00024          17.08085          -1.73291               NaN           0.00000          -0.00146          -0.00451          22.76916          39.24925
           0.00000           4.00000          16.95435       14565.18567        -857.86800        -422.19579      -27142.79900          -0.00008          -0.00018          16.95369          -1.74143               NaN           0.00000          -0.00147          -0.00456          22.76920          39.12210
           0.00000           4.00000          16.82944       14565.19067        -857.86800        -422.19500      -27142.79900           0.00018           0.00044          16.82878          -1.75576               NaN           0.00000          -0.00152          -0.00454          22.76887          38.99719
           0.00000           4.00000          16.70246       14565.19567        -857.86800        -422.19521      -27142.79900           0.00009           0.00026          16.70179          -1.77083               NaN           0.00000          -0.00150          -0.00455          22.76897          38.87021
           0.00000           4.00000          16.57490       14565.20067        -857.86800        -422.19600      -27142.79900          -0.00003          -0.00048          16.57421          -1.79187               NaN           0.00000          -0.00152          -0.00453          22.76900          38.74264
           0.00000           4.00000          16.44951       14565.20567        -857.86828        -422.19600      -27142.79915          -0.00009           0.00042          16.44882          -1.79383               NaN           0.00000          -0.00149          -0.00448          22.76899          38.61725
           0.00000           4.00000          16.32363       14565.21067        -857.86900        -422.19600      -27142.80000          -0.00044           0.00071          16.32292          -1.82253               NaN           0.00000          -0.00154          -0.00450          22.76891          38.49137
           0.00000           4.00000          16.19570       14565.21567        -857.86900        -422.19579      -27142.79985          -0.00035          -0.00004          16.19499          -1.83291               NaN           0.00000          -0.00150          -0.00454          22.76890          38.36345
           0.00000           4.00000          16.06966       14565.22067        -857.86900        -422.19500      -27142.79900           0.00004           0.00022          16.06894          -1.83609               NaN           0.00000          -0.00152          -0.00453          22.76916          38.23740
           0.00000           4.00000          15.94457       14565.22567        -857.86900        -422.19500      -27142.79915           0.00023           0.00031          15.94384          -1.85694               NaN           0.00000          -0.00153          -0.00454          22.76907          38.11232
           0.00000           4.00000          15.81691       14565.23067        -857.86900        -422.19500      -27142.80000          -0.00002          -0.00024          15.81617          -1.88198               NaN           0.00000          -0.00149          -0.00452          22.76905          37.98466
           0.00000           4.00000          15.69011       14565.23567        -857.86900        -422.19515      -27142.79972          -0.00022           0.00005          15.68936          -1.88227               NaN           0.00000          -0.00153          -0.00455          22.76905          37.85786
           0.00000           4.00000          15.56522       14565.24067        -857.86900        -422.19600      -27142.79900          -0.00005           0.00071          15.56447          -1.89468               NaN           0.00000          -0.00154          -0.00453          22.76895          37.73297
           0.00000           4.00000          15.43826       14565.24567        -857.86900        -422.19600      -27142.79900          -0.00025           0.00071          15.43749          -1.92374               NaN           0.00000          -0.00154          -0.00452          22.76896          37.60601
           0.00000           4.00000          15.31065       14565.25067        -857.86900        -422.19600      -27142.79900          -0.00013           0.00019          15.30988          -1.92275               NaN           0.00000          -0.00153          -0.00455          22.76894          37.47840
           0.00000           4.00000          15.18564       14565.25567        -857.86872        -422.19600      -27142.79915           0.00031           0.00005          15.18486          -1.93462               NaN           0.00000          -0.00156          -0.00457          22.76895          37.35338
           0.00000           4.00000          15.05969       14565.26067        -857.86800        -422.19600      -27142.80000           0.00027           0.00033          15.05891          -1.94575               NaN           0.00000          -0.00150          -0.00455          22.76908          37.22744
           0.00000           4.00000          14.93162       14565.26567        -857.86828        -422.19600      -27142.79985          -0.00012           0.00004          14.93081          -1.97348               NaN           0.00000          -0.00153          -0.00456          22.76898          37.09937
           0.00000           4.00000          14.80611       14565.27067        -857.86900        -422.19600      -27142.79900          -0.00019           0.00008          14.80530          -1.98080               NaN           0.00000          -0.00154          -0.00456          22.76896          36.97385
           0.00000           4.00000          14.68057       14565.27567        -857.86900        -422.19572      -27142.79915          -0.00041           0.00064          14.67975          -1.99082               NaN           0.00000          -0.00153          -0.00455          22.76896          36.84832
           0.00000           4.00000          14.55271       14565.28067        -857.86900        -422.19500      -27142.80000          -0.00018           0.00048          14.55188          -2.00857               NaN           0.00000          -0.00150          -0.00451          22.76903          36.72045
           0.00000           4.00000          14.42668       14565.28567        -857.86872        -422.19521      -27142.80000           0.00026           0.00046          14.42584          -2.02221               NaN           0.00000          -0.00152          -0.00450          22.76893          36.59442
           0.00000           4.00000          14.30156       14565.29067        -857.86800        -422.19600      -27142.80000           0.00046           0.00028          14.30072          -2.02577               NaN           0.00000          -0.00152          -0.00451          22.76891          36.46931
           0.00000           4.00000          14.17412       14565.29567        -857.86800        -422.19600      -27142.80000           0.00008          -0.00031          14.17326          -2.05315               NaN           0.00000          -0.00153          -0.00453          22.76880          36.34187
           0.00000           4.00000          14.04705       14565.30067        -857.86800        -422.19600      -27142.80000          -0.00005           0.00029          14.04619          -2.07267               NaN           0.00000          -0.00151          -0.00454          22.76900          36.21480
           0.00000           4.00000          13.92227       14565.30567        -857.86828        -422.19558      -27142.80000          -0.00004           0.00062          13.92140          -2.07702               NaN           0.00000          -0.00151          -0.00452          22.76899          36.09002
           0.00000           4.00000          13.79549       14565.31067        -857.86900        -422.19400      -27142.80000          -0.00015           0.00012          13.79461          -2.09679               NaN           0.00000          -0.00147          -0.00452          22.76909          35.96324
           0.00000           4.00000          13.66790       14565.31567        -857.86885        -422.19456      -27142.79979          -0.00016           0.00027          13.66701          -2.10846               NaN           0.00000          -0.00147          -0.00455          22.76897          35.83564
           0.00000           4.00000          13.54279       14565.32067        -857.86800        -422.19600      -27142.79900           0.00034           0.00019          13.54189          -2.10837               NaN           0.00000          -0.00148          -0.00452          22.76902          35.71053
           0.00000           4.00000          13.41697       14565.32567        -857.86836        -422.19600      -27142.79921           0.00008          -0.00040          13.41607          -2.12370               NaN           0.00000          -0.00147          -0.00453          22.76897          35.58471
           0.00000           4.00000          13.28921       14565.33067        -857.86900        -422.19600      -27142.80000          -0.00003          -0.00000          13.28829          -2.15016               NaN           0.00000          -0.00147          -0.00452          22.76894          35.45696
           0.00000           4.00000          13.16344       14565.33567        -857.86900        -422.19600      -27142.79979          -0.00016           0.00039          13.16251          -2.16092               NaN           0.00000          -0.00152          -0.00454          22.76894          35.33119
           0.00000           4.00000          13.03850       14565.34067        -857.86900        -422.19600      -27142.79900          -0.00016           0.00063          13.03757          -2.17040               NaN           0.00000          -0.00150          -0.00453          22.76901          35.20625
           0.00000           4.00000          12.91092       14565.34567        -857.86900        -422.19600      -27142.79942          -0.00025           0.00047          12.90998          -2.19556               NaN           0.00000          -0.00151          -0.00453          22.76903          35.07867
           0.00000           4.00000          12.78419       14565.35067        -857.86900        -422.19600      -27142.80100          -0.00001           0.00022          12.78325          -2.19355               NaN           0.00000          -0.00145          -0.00449          22.76899          34.95194
           0.00000           4.00000          12.65952       14565.35567        -857.86864        -422.19600      -27142.80071           0.00028           0.00021          12.65857          -2.20415               NaN           0.00000          -0.00148          -0.00449          22.76905          34.82727
           0.00000           4.00000          12.53240       14565.36067        -857.86800        -422.19600      -27142.79901          -0.00009          -0.00032          12.53143          -2.23169               NaN           0.00000          -0.00144          -0.00451          22.76901          34.70015
           0.00000           4.00000          12.40520       14565.36567        -857.86800        -422.19600      -27142.79900          -0.00045          -0.00026          12.40421          -2.25380               NaN           0.00000          -0.00150          -0.00449          22.76907          34.57294
           0.00000           4.00000          12.28043       14565.37067        -857.86800        -422.19600      -27142.79900          -0.00037           0.00070          12.27945          -2.24362               NaN           0.00000          -0.00147          -0.00454          22.76896          34.44817
           0.00000           4.00000          12.15425       14565.37567        -857.86815        -422.19600      -27142.79900          -0.00054           0.00021          12.15326          -2.27441               NaN           0.00000          -0.00151          -0.00453          22.76904          34.32200
           0.00000           4.00000          12.02653       14565.38067        -857.86900        -422.19600      -27142.79900          -0.00036          -0.00002          12.02553          -2.28075               NaN           0.00000          -0.00147          -0.00449          22.76897          34.19428
           0.00000           4.00000          11.90104       14565.38567        -857.86864        -422.19572      -27142.79858          -0.00004           0.00020          11.90003          -2.29270               NaN           0.00000          -0.00148          -0.00453          22.76904          34.06879
           0.00000           4.00000          11.77606       14565.39067        -857.86800        -422.19500      -27142.79700           0.00008          -0.00021          11.77505          -2.30028               NaN           0.00000          -0.00147          -0.00452          22.76898          33.94381
           0.00000           4.00000          11.64822       14565.39567        -857.86821        -422.19500      -27142.79729          -0.00012          -0.00052          11.64719          -2.32820               NaN           0.00000          -0.00150          -0.00452          22.76896          33.81597
           0.00000           4.00000          11.52200       14565.40067        -857.86900        -422.19500      -27142.79899          -0.00028           0.00008          11.52095          -2.34623               NaN           0.00000          -0.00145          -0.00449          22.76891          33.68974
           0.00000           4.00000          11.39735       14565.40567        -857.86872        -422.19521      -27142.79900          -0.00033           0.00089          11.39630          -2.34644               NaN           0.00000          -0.00148          -0.00456          22.76904          33.56509
           0.00000           4.00000          11.27004       14565.41067        -857.86800        -422.19600      -27142.79900          -0.00026           0.00043          11.26898          -2.37476               NaN           0.00000          -0.00146          -0.00454          22.76910          33.43779
           0.00000           4.00000          11.14281       14565.41567        -857.86828        -422.19600      -27142.79915          -0.00011           0.00017          11.14175          -2.37886               NaN           0.00000          -0.00148          -0.00455          22.76892          33.31056
           0.00000           4.00000          11.01824       14565.42067        -857.86900        -422.19600      -27142.80000           0.00046           0.00041          11.01717          -2.38100               NaN           0.00000          -0.00146          -0.00456          22.76901          33.18599
           0.00000           4.00000          10.89196       14565.42567        -857.86900        -422.19600      -27142.79971           0.00034           0.00007          10.89088          -2.40644               NaN           0.00000          -0.00147          -0.00453          22.76903          33.05971
           0.00000           4.00000          10.76425       14565.43067        -857.86900        -422.19600      -27142.79801           0.00006          -0.00062          10.76315          -2.42629               NaN           0.00000          -0.00145          -0.00454          22.76893          32.93200
           0.00000           4.00000          10.63924       14565.43567        -857.86872        -422.19600      -27142.79815           0.00017           0.00029          10.63814          -2.43421               NaN           0.00000          -0.00145          -0.00455          22.76892          32.80698
           0.00000           4.00000          10.51384       14565.44067        -857.86800        -422.19600      -27142.79900           0.00004           0.00091          10.51274          -2.44426               NaN           0.00000          -0.00143          -0.00455          22.76922          32.68159
           0.00000           4.00000          10.38632       14565.44567        -857.86800        -422.19600      -27142.79900           0.00015           0.00013          10.38520          -2.46683               NaN           0.00000          -0.00147          -0.00455          22.76909          32.55407
           0.00000           4.00000          10.26031       14565.45067        -857.86800        -422.19600      -27142.79900           0.00041           0.00028          10.25918          -2.47236               NaN           0.00000          -0.00146          -0.00451          22.76901          32.42805
           0.00000           4.00000          10.13576       14565.45567        -857.86800        -422.19579      -27142.79900           0.00042           0.00036          10.13462          -2.48489               NaN           0.00000          -0.00146          -0.00452          22.76899          32.30350
           0.00000           4.00000          10.00861       14565.46067        -857.86800        -422.19500      -27142.79900          -0.00010          -0.00031          10.00747          -2.50417               NaN           0.00000          -0.00145          -0.00451          22.76902          32.17636
           0.00000           4.00000           9.88186       14565.46567        -857.86828        -422.19521      -27142.79929          -0.00012          -0.00021           9.88070          -2.52033               NaN           0.00000          -0.00146          -0.00451          22.76890          32.04960
           0.00000           4.00000           9.75740       14565.47067        -857.86900        -422.19600      -27142.80099          -0.00001           0.00037           9.75624          -2.52971               NaN           0.00000          -0.00144          -0.00452          22.76917          31.92515
           0.00000           4.00000           9.63090       14565.47567        -857.86915        -422.19572      -27142.80058           0.00006           0.00065           9.62972          -2.54736               NaN           0.00000          -0.00146          -0.00454          22.76902          31.79864
           0.00000           4.00000           9.50358       14565.48067        -857.87000        -422.19500      -27142.79900           0.00009           0.00003           9.50240          -2.56281               NaN           0.00000          -0.00146          -0.00452          22.76908          31.67133
           0.00000           4.00000           9.37863       14565.48567        -857.86964        -422.19528      -27142.79900           0.00014           0.00011           9.37745          -2.56240               NaN           0.00000          -0.00148          -0.00454          22.76901          31.54638
           0.00000           4.00000           9.25311       14565.49067        -857.86900        -422.19600      -27142.79900           0.00009           0.00031           9.25191          -2.58498               NaN           0.00000          -0.00145          -0.00452          22.76921          31.42086
           0.00000           4.00000           9.12547       14565.49567        -857.86900        -422.19600      -27142.79915           0.00007          -0.00005           9.12426          -2.60719               NaN           0.00000          -0.00149          -0.00454          22.76894          31.29322
           0.00000           4.00000           9.00000       14565.50067        -857.86900        -422.19600      -27142.80000          -0.00020          -0.00003           8.99879          -2.59816               NaN           0.00000          -0.00150          -0.00453          22.76899          31.16774
           0.00000           4.00000           8.87529       14565.50567        -857.86900        -422.19558      -27142.79979          -0.00016           0.00050           8.87407          -2.62158               NaN           0.00000          -0.00147          -0.00453          22.76908          31.04304
           0.00000           4.00000           8.74795       14565.51067        -857.86900        -422.19400      -27142.79900          -0.00031           0.00024           8.74671          -2.64536               NaN           0.00000          -0.00150          -0.00452          22.76893          30.91569
           0.00000           4.00000           8.62158       14565.51567        -857.86872        -422.19421      -27142.79900          -0.00000           0.00005           8.62034          -2.64955               NaN           0.00000          -0.00152          -0.00455          22.76889          30.78933
           0.00000           4.00000           8.49705       14565.52067        -857.86800        -422.19500      -27142.79900           0.00004           0.00028           8.49581          -2.65654               NaN           0.00000          -0.00147          -0.00452          22.76914          30.66480
           0.00000           4.00000           8.37045       14565.52567        -857.86800        -422.19521      -27142.79900          -0.00016           0.00021           8.36919          -2.67902               NaN           0.00000          -0.00143          -0.00455          22.76894          30.53820
           0.00000           4.00000           8.24347       14565.53067        -857.86800        -422.19600      -27142.79900          -0.00058          -0.00000           8.24219          -2.70404               NaN           0.00000          -0.00147          -0.00453          22.76890          30.41121
           0.00000           4.00000           8.11872       14565.53567        -857.86800        -422.19544      -27142.79900          -0.00035           0.00016           8.11744          -2.71109               NaN           0.00000          -0.00149          -0.00455          22.76887          30.28647
           0.00000           4.00000           7.99301       14565.54067        -857.86800        -422.19400      -27142.79900          -0.00028           0.00028           7.99172          -2.73245               NaN           0.00000          -0.00143          -0.00454          22.76902          30.16076
           0.00000           4.00000           7.86560       14565.54567        -857.86836        -422.19442      -27142.79915          -0.00021           0.00004           7.86430          -2.74218               NaN           0.00000          -0.00147          -0.00455          22.76901          30.03335
           0.00000           4.00000           7.74053       14565.55067        -857.86900        -422.19600      -27142.80000           0.00029           0.00013           7.73923          -2.74332               NaN           0.00000          -0.00145          -0.00453          22.76886          29.90827
           0.00000           4.00000           7.61533       14565.55567        -857.86900        -422.19621      -27142.80000           0.00055           0.00023           7.61402          -2.75865               NaN           0.00000          -0.00148          -0.00453          22.76900          29.78308
           0.00000           4.00000           7.48812       14565.56067        -857.86900        -422.19700      -27142.80000          -0.00002           0.00012           7.48679          -2.78199               NaN           0.00000          -0.00149          -0.00454          22.76914          29.65586
           0.00000           4.00000           7.36233       14565.56567        -857.86872        -422.19658      -27142.80000           0.00023           0.00046           7.36100          -2.79413               NaN           0.00000          -0.00143          -0.00452          22.76894          29.53008
           0.00000           4.00000           7.23766       14565.57067        -857.86800        -422.19500      -27142.80000           0.00007           0.00042           7.23633          -2.79467               NaN           0.00000          -0.00149          -0.00454          22.76906          29.40541
           0.00000           4.00000           7.11073       14565.57567        -857.86800        -422.19500      -27142.80000           0.00012           0.00017           7.10938          -2.82044               NaN           0.00000          -0.00150          -0.00452          22.76894          29.27848
           0.00000           4.00000           6.98420       14565.58067        -857.86800        -422.19500      -27142.80000           0.00025           0.00014           6.98284          -2.82648               NaN           0.00000          -0.00151          -0.00455          22.76909          29.15194
           0.00000           4.00000           6.85964       14565.58567        -857.86800        -422.19528      -27142.80000           0.00028           0.00032           6.85828          -2.84251               NaN           0.00000          -0.00145          -0.00456          22.76909          29.02739
           0.00000           4.00000           6.73357       14565.59067        -857.86800        -422.19600      -27142.80000           0.00003           0.00037           6.73220          -2.86184               NaN           0.00000          -0.00149          -0.00453          22.76924          28.90132
           0.00000           4.00000           6.60654       14565.59567        -857.86800        -422.19579      -27142.79985          -0.00013           0.00033           6.60515          -2.88070               NaN           0.00000          -0.00148          -0.00454          22.76897          28.77429
           0.00000           4.00000           6.48168       14565.60067        -857.86800        -422.19500      -27142.79900           0.00023           0.00103           6.48029          -2.88402               NaN           0.00000          -0.00148          -0.00451          22.76911          28.64942
           0.00000           4.00000           6.35628       14565.60567        -857.86873        -422.19528      -27142.79900           0.00002           0.00048           6.35488          -2.89884               NaN           0.00000          -0.00144          -0.00454          22.76907          28.52403
           0.00000           4.00000           6.22896       14565.61067        -857.87000        -422.19600      -27142.79900           0.00001          -0.00007           6.22755          -2.91977               NaN           0.00000          -0.00146          -0.00455          22.76905          28.39671
           0.00000           4.00000           6.10367       14565.61567        -857.86944        -422.19600      -27142.79915           0.00026          -0.00002           6.10226          -2.92490               NaN           0.00000          -0.00150          -0.00458          22.76896          28.27142
           0.00000           4.00000           5.97894       14565.62067        -857.86800        -422.19600      -27142.80000           0.00018           0.00022           5.97752          -2.94010               NaN           0.00000          -0.00145          -0.00455          22.76903          28.14669
           0.00000           4.00000           5.85203       14565.62567        -857.86800        -422.19571      -27142.79972           0.00006          -0.00023           5.85059          -2.96120               NaN           0.00000          -0.00144          -0.00449          22.76892          28.01978
           0.00000           4.00000           5.72558       14565.63067        -857.86800        -422.19401      -27142.79900          -0.00005           0.00034           5.72414          -2.96684               NaN           0.00000          -0.00146          -0.00454          22.76915          27.89333
           0.00000           4.00000           5.60134       14565.63567        -857.86821        -422.19428      -27142.79915           0.00009           0.00100           5.59989          -2.97454               NaN           0.00000          -0.00147          -0.00456          22.76905          27.76909
           0.00000           4.00000           5.47496       14565.64067        -857.86900        -422.19500      -27142.80000          -0.00002           0.00023           5.47350          -2.99502               NaN           0.00000          -0.00146          -0.00454          22.76900          27.64271
           0.00000           4.00000           5.34796       14565.64567        -857.86900        -422.19542      -27142.79985           0.00028          -0.00024           5.34649          -3.01773               NaN           0.00000          -0.00144          -0.00453          22.76906          27.51571
           0.00000           4.00000           5.22370       14565.65067        -857.86900        -422.19700      -27142.79900           0.00030           0.00012           5.22222          -3.02454               NaN           0.00000          -0.00149          -0.00448          22.76916          27.39145
           0.00000           4.00000           5.09810       14565.65567        -857.86872        -422.19679      -27142.79915          -0.00010           0.00016           5.09661          -3.03123               NaN           0.00000          -0.00149          -0.00455          22.76897          27.26584
           0.00000           4.00000           4.97104       14565.66067        -857.86800        -422.19600      -27142.80000          -0.00009          -0.00004           4.96954          -3.05873               NaN           0.00000          -0.00146          -0.00455          22.76913          27.13879
           0.00000           4.00000           4.84583       14565.66567        -857.86828        -422.19579      -27142.80000           0.00004           0.00056           4.84432          -3.06616               NaN           0.00000          -0.00146          -0.00453          22.76917          27.01358
           0.00000           4.00000           4.72129       14565.67067        -857.86900        -422.19500      -27142.80000           0.00002           0.00086           4.71978          -3.07263               NaN           0.00000          -0.00145          -0.00455          22.76912          26.88904
           0.00000           4.00000           4.59426       14565.67567        -857.86879        -422.19528      -27142.80000           0.00009           0.00018           4.59274          -3.08968               NaN           0.00000          -0.00147          -0.00451          22.76901          26.76201
           0.00000           4.00000           4.46835       14565.68067        -857.86800        -422.19600      -27142.80000           0.00028          -0.00013           4.46682          -3.09976               NaN           0.00000          -0.00141          -0.00453          22.76904          26.63609
           0.00000           4.00000           4.34388       14565.68567        -857.86828        -422.19600      -27142.80000           0.00012          -0.00010           4.34235          -3.10369               NaN           0.00000          -0.00149          -0.00457          22.76899          26.51163
           0.00000           4.00000           4.21746       14565.69067        -857.86900        -422.19600      -27142.80000          -0.00011           0.00025           4.21591          -3.13811               NaN           0.00000          -0.00146          -0.00456          22.76911          26.38521
           0.00000           4.00000           4.09099       14565.69567        -857.86900        -422.19579      -27142.79958          -0.00022           0.00005           4.08943          -3.14471               NaN           0.00000          -0.00147          -0.00454          22.76914          26.25874
           0.00000           4.00000           3.96627       14565.70067        -857.86900        -422.19500      -27142.79800          -0.00005           0.00066           3.96470          -3.15303               NaN           0.00000          -0.00148          -0.00453          22.76904          26.13402
           0.00000           4.00000           3.84072       14565.70567        -857.86900        -422.19500      -27142.79800          -0.00010           0.00074           3.83915          -3.16349               NaN           0.00000          -0.00148          -0.00454          22.76896          26.00847
           0.00000           4.00000           3.71388       14565.71067        -857.86900        -422.19500      -27142.79800          -0.00015          -0.00020           3.71229          -3.18636               NaN           0.00000          -0.00145          -0.00455          22.76908          25.88163
           0.00000           4.00000           3.58886       14565.71567        -857.86864        -422.19521      -27142.79829          -0.00001          -0.00030           3.58726          -3.20264               NaN           0.00000          -0.00147          -0.00454          22.76898          25.75660
           0.00000           4.00000           3.46385       14565.72067        -857.86800        -422.19600      -27142.79999          -0.00004           0.00019           3.46225          -3.20775               NaN           0.00000          -0.00148          -0.00456          22.76909          25.63160
           0.00000           4.00000           3.33733       14565.72567        -857.86800        -422.19572      -27142.79979          -0.00031           0.00024           3.33571          -3.23906               NaN           0.00000          -0.00153          -0.00458          22.76912          25.50507
           0.00000           4.00000           3.21184       14565.73067        -857.86800        -422.19500      -27142.79900          -0.00028           0.00053           3.21022          -3.24593               NaN           0.00000          -0.00146          -0.00454          22.76895          25.37959
           0.00000           4.00000           3.08743       14565.73567        -857.86828        -422.19521      -27142.79900          -0.00017           0.00077           3.08581          -3.25002               NaN           0.00000          -0.00149          -0.00454          22.76899          25.25518
           0.00000           4.00000           2.96082       14565.74067        -857.86900        -422.19600      -27142.79900           0.00001           0.00038           2.95918          -3.26157               NaN           0.00000          -0.00151          -0.00452          22.76893          25.12857
           0.00000           4.00000           2.83464       14565.74567        -857.86885        -422.19600      -27142.79921           0.00044           0.00016           2.83300          -3.27778               NaN           0.00000          -0.00153          -0.00453          22.76899          25.00239
           0.00000           4.00000           2.71035       14565.75067        -857.86800        -422.19600      -27142.80000           0.00035          -0.00007           2.70870          -3.29486               NaN           0.00000          -0.00153          -0.00452          22.76906          24.87810
           0.00000           4.00000           2.58483       14565.75567        -857.86800        -422.19600      -27142.80015           0.00014          -0.00003           2.58317          -3.31114               NaN           0.00000          -0.00146          -0.00454          22.76913          24.75258
           0.00000           4.00000           2.45809       14565.76067        -857.86800        -422.19600      -27142.80100           0.00011           0.00038           2.45642          -3.32455               NaN           0.00000          -0.00149          -0.00452          22.76919          24.62584
           0.00000           4.00000           2.33344       14565.76567        -857.86815        -422.19600      -27142.80100          -0.00017           0.00027           2.33175          -3.33958               NaN           0.00000          -0.00150          -0.00454          22.76896          24.50118
           0.00000           4.00000           2.20862       14565.77067        -857.86900        -422.19600      -27142.80100          -0.00007           0.00024           2.20693          -3.35216               NaN           0.00000          -0.00140          -0.00449          22.76893          24.37636
           0.00000           4.00000           2.08187       14565.77567        -857.86928        -422.19600      -27142.80100           0.00011           0.00037           2.08017          -3.36640               NaN           0.00000          -0.00146          -0.00453          22.76898          24.24962
           0.00000           4.00000           1.95639       14565.78067        -857.87000        -422.19600      -27142.80100          -0.00001           0.00004           1.95469          -3.36774               NaN           0.00000          -0.00145          -0.00455          22.76916          24.12414
